code_metier;nom_usuel;adresse;code_postal;code_insee;code_dpt;code_reg;nom_commune;x_wgs84;y_wgs84
SSP00006650101;COTTERLAZ-CARRAT;1046 RUE DE LA CENTRALE;74480;74208;74;84;PASSY;6.7259555;45.91931
SSP00034900101;Malnati;2 RUE DES AIGUILLOTTES;25230;25196;25;27;DASLE;6.892159;47.474087
SSP00034700101;SODEX HUART ROLAND;14 RUE SOUS LA CHAPELLE;25190;25519;25;27;SAINT HIPPOLYTE;6.8153214;47.325497
SSP00022400101;FAURECIA SIEGES D'AUTOMOBILE;1 LA GRANDE HAYE;88110;88082;88;44;CELLES SUR PLAINE;6.942222;48.449116
SSP00035040101;ENI France;21 BIS ROUTE DE PONTARLIER;25600;25547;25;27;SOCHAUX;6.8354135;47.512615
SSP00035020101;WITTMER;28 RUE DU GÉNÉRAL LECLERC;25230;25539;25;27;SELONCOURT;6.867269;47.459866
SSP00044710101;Ancienne société Emaillerie alsacienne;RUE DES EMAILLERIES;67800;67204;67;44;HOENHEIM;7.7556515;48.624695
SSP00022410101;INTERNATIONAL DECOR (ex ALPHA DECORATION);ROUTE D''ALLARMONT;88110;88082;88;44;CELLES SUR PLAINE;6.9526324;48.460167
SSP00034560101;Ancienne usine à gaz;10 RUE DES REFROIDIÈRES;25400;25031;25;27;AUDINCOURT;6.8445816;47.471237
SSP00022960101;GERMAIN Frères (H3C);LIEUDIT PETIT CHETY;88310;88500;88;44;VENTRON;6.8781447;47.931355
SSP00023620101;SOTRALLE;ROUTE DE GUÉBENHOUSE;57980;57466;57;44;METZING;6.9576354;49.088776
SSP00032980101;LE FRANCOMTOIS;32 RUE DE MARSEILLE;90000;90010;90;27;BELFORT;6.8663507;47.64974
SSP00033000101;Shell;AV DE LA REPUBLIQUE;90400;90032;90;27;DANJOUTIN;6.860093;47.625084
SSP00045560101;PERRIN MANUTENTION;USINE DE LA GARE;25230;25196;25;27;DASLE;6.8977304;47.486713
SSP00034650101;Eiffage e.x. SED;2 RUE DU STADE;25400;25020;25;27;ARBOUANS;6.8067355;47.490547
SSP00035080101;BOLLORE ENERGIE (ex. COMBUSTIBLES DE L'EST);AVENUE DES ALLIÉS;25200;25388;25;27;MONTBELIARD;6.7975845;47.514103
SSP00035260101;AXIMA NORD (EX REDLAND GRANULATS);PRÉS CHARRÉS;88110;88372;88;44;RAON L'ETAPE;6.870296;48.40048
SSP00036030101;Ancienne usine à gaz;6 AVENUE DES USINES;90000;90010;90;27;BELFORT;6.8470955;47.64301
SSP00036040101;Ancienne usine à gaz;70 FAUBOURG DE BELFORT;90200;90052;90;27;GIROMAGNY;6.8293524;47.735046
SSP00036050101;VISTEON SYSTEMES INTERIEURS - Unité 3;ROUTE DE LA CHAPELLE SOUS-CHAUX;90300;90093;90;27;SERMAMAGNY;6.826224;47.694443
SSP00037310101;DECHARGE DE DAMBENOIS;LES LONGES VAUX;25600;25188;25;27;DAMBENOIS;6.873349;47.54843
SSP00044160101;DORCY;24 RUE DU GÉNÉRAL LECLERC;25230;25539;25;27;SELONCOURT;6.8669953;47.4595
SSP00000960101;PROCEDES RENFORS SA;74 RUE MARTRE 10-16 RUE PALLOY;92110;92024;92;11;CLICHY;2.3077197;48.90219
SSP00044190101;BOLLORE ENERGIE;RUE JEAN DE LA FONTAINE;90000;90010;90;27;BELFORT;6.853212;47.623272
SSP00044200101;CEB FONTENEILLES;B.P. 2;90500;90009;90;27;BEAUCOURT;6.918591;47.485043
SSP00110070101;Station Service ELF;195 AVENUE JEAN JAURÈS;90000;90010;90;27;BELFORT;6.8450165;47.65727
SSP00032240101;SATRE;27 RUE EMILE CORDON;93400;93070;93;11;SAINT OUEN;2.341097;48.913498
SSP00045430101;SOCIETE NOUVELLE L'EPEE;61 RUE DE BESANCON BP13;25630;25526;25;27;SAINTE SUZANNE;6.7720847;47.50226
SSP00045940101;Société Nouvelle GRANDJEAN;RUE DES PRÈS;25630;25526;25;27;SAINTE SUZANNE;6.7742314;47.50976
SSP00118080101;Station-Service TOTAL SELONCOURT;98 RUE D''AUDINCOURT;25230;25539;25;27;SELONCOURT;6.8534484;47.469894
SSP00116760101;DANTHERM;6 r des bouleaux;25150;25463;25;27;PONT DE ROIDE;6.7655525;47.387894
SSP00116760101;DANTHERM;6 r des bouleaux;25150;25463;25;27;PONT DE ROIDE;6.7655525;47.387894
SSP4495260201;FM INDUSTRIES;1 rue de l'Industrie;25450;25193;25;27;DAMPRICHARD;6.885131;47.246384
SSP00050140101;ABC MECANIQUE;1 AVENUE ARAGO;91380;91161;91;11;CHILLY MAZARIN;2.299896;48.704533
SSP00085060101;"ETS 90 (ex S.D.I. , ex. ZVEREFF)";10 AVENUE OSCAR EHRET;90300;90099;90;27;VALDOIE;6.8472548;47.675354
SSP00093570102;BBI PEINTURES;2 RUE JEAN JAURES;90300;90010;90;27;BELFORT;6.844773;47.661636
SSP00093570102;BBI PEINTURES;2 RUE JEAN JAURES;90300;90099;90;27;VALDOIE;6.844773;47.661636
SSP4502970101;DEMOLITION AUTO HEURTER;26 rue des Lilas;90160;90076;90;27;PEROUSE;6.894382;47.642235
SSP4493940101;ONYX EST;85 ter rue de la Gare;25400;25031;25;27;AUDINCOURT;6.8352737;47.488293
SSP00023220102;Station-service intermarché;13 BOULEVARD DE LA JAMAGNE;88400;88196;88;44;GERARDMER;6.8725405;48.074257
SSP00022870102;Ancienne Concession PEUGEOT;134-136 RUE D''ALSACE;88100;88413;88;44;SAINT DIE DES VOSGES;6.962116;48.277275
SSP4562950101;SOCIETE SIDERURGIQUE DES FORGES;7-11 ZI des Forges;25400;25031;25;27;AUDINCOURT;6.8236184;47.48548
SSP00044910101;SEITA;7a RUE DE LA KRUTENAU;67200;67482;67;44;STRASBOURG;7.7582917;48.581097
SSP40845040101;Secteur ancienne gare;73 Avenue de la Gare;25400;25031;25;27;AUDINCOURT;6.8359494;47.48867
SSP00044570101;SCHUTZENBERGER;8 RUE DE LA PATRIE;67300;67447;67;44;SCHILTIGHEIM;7.7480655;48.60188
SSP00116800101;VAUTHIER et CIE;7 Rue Emile Beley;25460;25228;25;27;ETUPES;6.861824;47.504536
SSP00023560101;CRISTALLERIE DE HARTZVILLER;AVENUE DE LA VALLÉE;57870;57299;57;44;HARTZVILLER;7.081939;48.67248
SSP00042600101;Ancienne brasserie K1 KRONENBOURG;ROUTE D''OBERHAUSBERGEN;67200;67482;67;44;STRASBOURG;7.7157197;48.593372
SSP00044000101;Ancienne usine à gaz;33 ROUTE DU RHIN;67200;67482;67;44;STRASBOURG;7.771267;48.572525
SSP00043620101;USINE CLESTRA HAUSERMAN;56 RUE JEAN GIRAUDOUX;67200;67482;67;44;STRASBOURG;7.7025023;48.58608
SSP00043910101;GROUPEMENT PETROLIER DE STRASBOURG;24 RUE DE ROUEN;67200;67482;67;44;STRASBOURG;7.8011284;48.599632
SSP00044010101;Ancienne décharge interne PRR;395 CHEMIN DÉPARTEMENTAL 37;67116;67389;67;44;REICHSTETT;7.779949;48.650127
SSP00000710101;CEAC;18 QUAI DE CLICHY;92110;92024;92;11;CLICHY;2.2920797;48.90406
SSP00044750101;Kolb forges et ateliers;9 ROUTE DE STRASBOURG;67310;67520;67;44;WASSELONNE;7.4587784;48.636288
SSP00044850101;Ancienne station-service ARAL;RUE DE L''ILL;67200;67482;67;44;STRASBOURG;7.7744384;48.612545
SSP00040960101;ECOCITE - Ilôt Bois;ANGLE RUE DE VITRY LE FRANÇOIS ET RUE DES CAVALIERS;67200;67482;67;44;STRASBOURG;7.7949467;48.569893
SSP00042100101;Ancien garage Wollek;RUE ADÈLE RITON;67200;67482;67;44;STRASBOURG;7.740732;48.59168
SSP00032040101;EURO-CHIF ZELCER FRERES;39 RUE DES POISSONNIERS;93400;93070;93;11;SAINT OUEN;2.3502758;48.903625
SSP00039470101;Ancienne décharge de Strasbourg;CHEMIN DU HITZTHAL;67203;67214;67;44;HURTIGHEIM;7.6444383;48.61045
SSP06931250101;COMMUNE DE STRASBOURG;61 RTE DES ROMAINS;67200;67482;67;44;STRASBOURG;7.715388;48.578556
SSP00039470101;Ancienne décharge de Strasbourg;CHEMIN DU HITZTHAL;67203;67226;67;44;ITTENHEIM;7.6444383;48.61045
SSP00039470101;Ancienne décharge de Strasbourg;CHEMIN DU HITZTHAL;67203;67350;67;44;OBERSCHAEFFOLSHEIM;7.6444383;48.61045
SSP00041160101;Clinique RHENA;AVENUE DE L’EUROPE;67200;67482;67;44;STRASBOURG;7.7926884;48.571472
SSP00043520101;STARLETTE;ROUTE DU PETIT RHIN;67200;67482;67;44;STRASBOURG;7.7837286;48.574265
SSP00021310101;TERRAIN  C.B.L. JOUXTANT L'USINE ECO HUILE A LILLEBONNE;;76170;76384;76;28;LILLEBONNE;0.52882105;49.482323
SSP00021300101;ESSO RSAF - ancienne lagune MOBIL;;;76476;76;28;NOTRE DAME DE GRAVENCHON;0.57000375;49.479397
SSP00021320101;Ancienne usine à gaz de Bolbec;33 RUE GEORGES LEMAÎTRE;76210;76114;76;28;BOLBEC;0.46700707;49.57221
SSP00021330101;Installation technique d'EDF;12 TER RUE DU PRÉSIDENT KENNEDY CAUDEBEC-EN-CAUX;76490;76164;76;28;CAUDEBEC EN CAUX;0.7217595;49.527752
SSP00050920101;CINEMA GAUMONT;;;76341;76;28;HARFLEUR;0.19168058;49.52219
SSP00044880101;SLIC Gruchet - ancien site;;;76329;76;28;GRUCHET LE VALASSE;0.48437983;49.554527
SSP00044900101;EGNO CHIMIE;;;76684;76;28;TANCARVILLE;0.46746722;49.47783
SSP00044940101;CELANESE;;;76384;76;28;LILLEBONNE;0.5298841;49.50012
SSP00046310101;SOCIETE AFFINERIE DE NORMANDIE;;;76222;76;28;DUCLAIR;0.8759407;49.486305
SSP00005180101;CHIMIDEROUIL;CHEMIN DE L''ISLON;38670;38087;38;84;CHASSE SUR RHONE;4.7948303;45.577538
SSP00046440101;SEPROM;RUE CLARIN MUSTAD;76480;76222;76;28;DUCLAIR;0.8700758;49.479782
SSP00050960101;Route de la Pointe du Hoc - Ex GLI Services;;;76351;76;28;LE HAVRE;0.18661085;49.48227
SSP00004090101;parking RN 86;PARKING ROUTE NATIONALE 86;42410;42056;42;84;CHAVANAY;4.744707;45.43466
SSP00050850101;Ancienne usine à gaz d'Harfleur;4 ROUTE D''OUDALLE;76700;76341;76;28;HARFLEUR;0.200907;49.503918
SSP00050910101;Route du Canal de Bossières - Ex Dépot pétrolier du Hoc SHP;;;76351;76;28;LE HAVRE;0.18991686;49.490707
SSP00042470101;RECKHOLDERBERG;CHEMIN EICHELBERG;68350;68056;68;44;BRUNSTATT;7.3293858;47.714985
SSP00050860101;Rue de l'aviateur Guérin - Ex HAG COFFEX;30 R Aviateur Guerin;76600;76351;76;28;LE HAVRE;0.1284661;49.486816
SSP00032500101;Station service TOTAL Beaune-Merceuil;;;21405;21;27;MERCEUIL;4.8382535;46.960682
SSP00050990101;Avenue du Bois au Coq - Ex DMS services;;;76351;76;28;LE HAVRE;0.124759644;49.512997
SSP00050970101;Rue Demidoff - Ex Blanchisserie du Hameau Fleury;97 TER R Demidoff;76600;76351;76;28;LE HAVRE;0.1350844;49.497875
SSP00050860101;Rue de l'aviateur Guérin - Ex HAG COFFEX;55 R Louis Eudier;76600;76351;76;28;LE HAVRE;0.1284661;49.486816
SSP00032970101;GDF SUEZ ENERGIE SERVICES (ex COFATHEC);RUE GABRIEL LIPPMANN;71100;71076;71;27;CHALON SUR SAONE;4.851482;46.81647
SSP00050950101;Rue Dumont D'Urville - Ex Manuport;100 Rue de l'Eglise;76600;76351;76;28;LE HAVRE;0.1356145;49.484417
SSP00059540101;Sylviana Lightning International (SLI France);22 r berjon;69009;69123;69;84;LYON;4.798384;45.777737
SSP00049830101;TOTAL - RELAIS SEDAN MARNE;3 ET 5 AVENUE DE LA MARNE;08200;08409;08;44;SEDAN;4.9268575;49.698936
SSP00050880101;Rue des chantiers - Ex ACH construction Navale GRAVILLE;;;76351;76;28;LE HAVRE;0.16126868;49.478264
SSP00050900101;Rue Lebon - Ex  USINE A GAZ;;;76351;76;28;LE HAVRE;0.12875387;49.496525
SSP00050950101;Rue Dumont D'Urville - Ex Manuport;"19, 21, 23, 25, 26, 28, 35, 39, 43 Rue Dumont d'Urville";76600;76351;76;28;LE HAVRE;0.1356145;49.484417
SSP00032440101;Collège Robert Doisneau;PASSAGE GAUTHIER DE CHAMIREY;71100;71076;71;27;CHALON SUR SAONE;4.842754;46.786083
SSP00026260101;Ancienne décharge de Plas Kerouern;PLAS KEROUERN;22140;22034;22;53;CAVAN;-3.3481727;48.686565
SSP00050930101;Place Caillard - Ex site Caillard;PLACE CAILLARD;76600;76351;76;28;LE HAVRE;0.1283702;49.485283
SSP00050940101;EVERS (société GEORGES EVERS et Cie);19 R Henri Ternon;76133;76238;76;28;EPOUVILLE;0.22081293;49.563427
SSP00000310101;Société NICOLITCH;RUE DE MARCOUSSIS;91470;91338;91;11;LIMOURS;2.0909708;48.643612
SSP00051010101;Rue des Moteaux - Ex CTPO;;;76351;76;28;LE HAVRE;0.09723841;49.525467
SSP00000830101;Société BONNERON-GUNET;1 BOULEVARD DES ALLIÉS;91660;91390;91;11;MEREVILLE;2.090056;48.316025
SSP00050980101;ROUTE DU PONT VII - Ex MILLENIUM CHEMICALS SAS;;;76351;76;28;LE HAVRE;0.17870173;49.488834
SSP00051020101;Ancienne station service TOTAL;;;76296;76;28;GAINNEVILLE;0.2611931;49.518597
SSP00055990101;TRANSPORT DE CARS BEAUDELIN;4 RUE DE L''INGÉNIEUR LOCKE;76360;76057;76;28;BARENTIN;0.95787966;49.54734
SSP00081140101;Décharge SECRI;111 ROUTE DE CHASSAGNE;69360;69297;69;84;TERNAY;4.802726;45.59025
SSP00056010101;UNISYS;ROUTE DE DUCLAIR;76360;76743;76;28;VILLERS ECALLES;0.9252732;49.527325
SSP00117130101;Eiffage (ex APPIA);52 RUE JOANNES CARRET;;69123;69;84;LYON;4.81738;45.790497
SSP00056020101;Usine à gaz de Barentin;RUE EMILE ZOLA;76360;76057;76;28;BARENTIN;0.9580427;49.548897
SSP00056940101;NAVIMO DISTRIBUTION;11 RUE DE L''EPINE;76700;76596;76;28;SAINT LAURENT DE BREVEDENT;0.25956258;49.53462
SSP00056030101;MOSSLEY BADIN;;;76057;76;28;BARENTIN;0.9418914;49.536415
SSP00056980101;ANCIENS ETABLISSEMENTS HENRI BRUMENT;;;76114;76;28;BOLBEC;0.48539954;49.575287
SSP00070160101;Société CITRON;;;76533;76;28;ROGERVILLE;0.24642177;49.463078
SSP00065880101;Ancienne usine à gaz;13 ROUTE E. RENOUF;14600;14333;14;28;HONFLEUR;0.24427804;49.414715
SSP00049030101;Décharge Les Sylphides;RUE LES SYLPHIDES;76360;76057;76;28;BARENTIN;0.95849526;49.55495
SSP00046680101;ZAE route de DUCLAIRE;ROUTE DE DUCLAIR;76480;76636;76;28;SAINT PIERRE DE VARENGEVILLE;0.9242612;49.49666
SSP00050170101;Rue Clovis - Ex Dépôt militaire;;76600;76351;76;28;LE HAVRE;0.13133757;49.50078
SSP00050150101;Collège Pablo Picasso;;;76341;76;28;HARFLEUR;0.19186576;49.51298
SSP00050170101;Rue Clovis - Ex Dépôt militaire;12 Rue Montesquieu;76600;76351;76;28;LE HAVRE;0.13133757;49.50078
SSP00050170101;Rue Clovis - Ex Dépôt militaire;"13, 16bis, 17, 19, 21, 23, 25 Rue Clovis";76600;76351;76;28;LE HAVRE;0.13133757;49.50078
SSP00050820101;Rue Labédoyère - Ex sté Henri CARDON (multi-accueil Demidoff);"32, 34, 36, 38, 39, 40, 43, 47 Rue Labédoyère";76600;76351;76;28;LE HAVRE;0.13455322;49.49684
SSP00066200101;Site SNCF;;;76114;76;28;BOLBEC;0.467391;49.57847
SSP00050180101;Ecole maternelle du pont Callouard;"12, 14, 18 R Du Pont Callouard";76290;76447;76;28;MONTIVILLIERS;0.19515398;49.54544
SSP00050820101;Rue Labédoyère - Ex sté Henri CARDON (multi-accueil Demidoff);"12, 22 Rue Hilaire Colombel";76600;76351;76;28;LE HAVRE;0.13455322;49.49684
SSP00051000101;Rue des Moteaux - Déchetterie Mont Gaillard;;;76351;76;28;LE HAVRE;0.10026236;49.524906
SSP00051030101;Route du pont VI - Ex IPODEC NORMANDIE;63 ROUTE DU PONT VI;76600;76351;76;28;LE HAVRE;0.16222984;49.485443
SSP5058750101;CIE INDUSTRIELLE PONDEREUX DU HAVRE (CIPHA);Centre Multivrac - Port sud;76430;76489;76;28;OUDALLE;0.27014694;49.481155
SSP00066210101;Friche Desgenetais;;;76114;76;28;BOLBEC;0.4915771;49.576557
SSP00005810101;ERTOL  (ex MERLE ex OXAL);CD 42- ROUTE DE BRIGNAIS;69230;69204;69;84;SAINT GENIS LAVAL;4.7727804;45.711597
SSP00006170101;HOSPICES CIVILS DE LYON (ex BEAUFRERE);51 AVENUE SIDOINE APOLLINAIRE;;69123;69;84;LYON;4.7970676;45.77163
SSP00124140101;Garage Joseph;354 AVENUE CHARLES DE GAULLE;76760;76752;76;28;YERVILLE;0.8913248;49.6661
SSP00045090101;Forage fuyard 3059 (Pechelbronn);AU SUD DU VILLAGE PARCELLE 104;67250;67254;67;44;KUTZENHAUSEN;7.8563256;48.92778
SSP00041910101;ZAC de Cap d'Ail;ALLÉE MARESCALCHI;06320;06032;06;93;CAP D'AIL;7.412364;43.727154
SSP00058630101;Station-service ELF à Tassin-la-Demi-Lune;211 AVENUE CHARLES DE GAULLE;69160;69244;69;84;TASSIN LA DEMI LUNE;4.7719026;45.75523
SSP00005530101;LES ATELIERS DE BADAN (ex Gaz Liquide Industrie );88 RUE DE BOUTEILLER;69520;69096;69;84;GRIGNY;4.7876925;45.603294
SSP00005640101;Agence d'exploitation de Lyon Vaise;22 AVENUE JOANNÈS MASSET;;69123;69;84;LYON;4.8003764;45.770626
SSP00005640101;Agence d'exploitation de Lyon Vaise;22 AVENUE JOANNÈS MASSET;;69389;69;84;LYON 9E ARRONDISSEMENT;4.8003764;45.770626
SSP00006220101;AVISO-INTERMARCHE;68 RUE MARIETTON;;69123;69;84;LYON;4.801169;45.77676
SSP00005670101;Agences clientèle et d'exploitation EDF GDF Services;13 RUE EMILE ZOLA;69700;69091;69;84;GIVORS;4.7694087;45.584175
SSP00006220101;AVISO-INTERMARCHE;68 RUE MARIETTON;;69389;69;84;LYON 9E ARRONDISSEMENT;4.801169;45.77676
SSP00005690101;RHODIACETA;ZAC SAINT-PIERRE DE VAISE;;69123;69;84;LYON;4.807048;45.769417
SSP00032490101;TPC Beaune;74 ROUTE DE SAVIGNY;21200;21054;21;27;BEAUNE;4.842929;47.040424
SSP00005690101;RHODIACETA;ZAC SAINT-PIERRE DE VAISE;;69389;69;84;LYON 9E ARRONDISSEMENT;4.807048;45.769417
SSP00051690101;SOLVADIS FRANCE;1 RUE AMPERE;14123;14181;14;28;CORMELLES LE ROYAL;-0.32500935;49.158726
SSP00005740101;POL EQUIPEMENT;1 RUE EMILE ZOLA;69700;69091;69;84;GIVORS;4.7697144;45.583637
SSP00005840101;NERGUISIAN;6 CHEMIN DE L''EPOUX;69410;69040;69;84;CHAMPAGNE AU MONT D'OR;4.780133;45.80412
SSP00005850101;Société KODAK;RN 86 À GRIGNY;69520;69096;69;84;GRIGNY;4.7727685;45.606358
SSP00000500101;HUTCHINSON MAPA;80 AVENUE PIERRE SÉMARD;95400;95680;95;11;VILLIERS LE BEL;2.409296;49.000214
SSP00006050101;CLARIANT SERVICES (FRANCE);3 ROUTE DE LYON;69530;69027;69;84;BRIGNAIS;4.768756;45.676403
SSP00006170101;HOSPICES CIVILS DE LYON (ex BEAUFRERE);51 AVENUE SIDOINE APOLLINAIRE;;69389;69;84;LYON 9E ARRONDISSEMENT;4.7970676;45.77163
SSP00033360101;FB logistique;24 RUE DES MALINES;91090;91340;91;11;LISSES;2.4129035;48.60821
SSP00033040101;Ancienne usine à gaz;AVENUE DES LYONNAIS;21200;21054;21;27;BEAUNE;4.846741;47.02242
SSP00049740101;VALLOUREC;ANCIENNE FRICHE INDUSTRIELLE GLAIRE-SEDAN;08200;08194;08;44;GLAIRE;4.9128327;49.701237
SSP00033150101;Ancienne usine à gaz;20 AVENUE VICTOR HUGO;71100;71076;71;27;CHALON SUR SAONE;4.8476925;46.779808
SSP00052120101;PPC (ex. Freyssinet Industries);18 ROUTE DE LYON;71100;71475;71;27;SAINT REMY;4.842792;46.77052
SSP00059450101;"EG RETAIL - Station service ""Les deux amants"" - ancienne station BP";40 r du sergent michel berthet;69009;69123;69;84;LYON;4.8052363;45.76923
SSP00049730101;WM logistique ex : FOSECO;CHEMIN NOIR;08350;08142;08;44;DONCHERY;4.8747997;49.70099
SSP00049720101;ANCIENNE USINE A GAZ DE SEDAN;PLACE LUCIEN SAMPAIX;08200;08409;08;44;SEDAN;4.934344;49.7026
SSP00049700101;VYNEX;3 RUE LAMARTINE;08350;08331;08;44;NOYERS PONT MAUGIS;4.9568615;49.66846
SSP00049810101;MORY combustibles et carburants;ROUTE DE WADELINCOURT;08200;08409;08;44;SEDAN;4.9341135;49.693775
SSP00050070101;Ancienne usine à gaz de Sainte Ménéhould;34 RUE BERRYER;51800;51507;51;44;SAINTE MENEHOULD;4.892934;49.08683
SSP00016350101;Société METALLIUM;96 RUE DES HAIES;75020;75056;75;11;PARIS;2.404296;48.8552
SSP00002920101;Ancienne usine à gaz d'Andrésy;26 QUAI DE L''OISE;78570;78015;78;11;ANDRESY;2.0710073;48.991245
SSP00062040101;BP France;104 RUE DE LIVILLIERS;95520;95476;95;11;OSNY;2.0700307;49.07139
SSP00000210101;STECCO (époux FIOT);1 RUE RICHELIEU;91660;91390;91;11;MEREVILLE;2.0990438;48.316143
SSP00044350101;Société SMC;8 RUE DE CLERMONT;60360;60178;60;32;CREVECOEUR LE GRAND;2.0791698;49.60555
SSP00056640101;BP FRANCE-PONTOISE;AVENUE DE NORMANDIE;95000;95500;95;11;PONTOISE;2.090947;49.060513
SSP00073810101;FEDERAL MOGUL;ROUTE DE MÉNANDON;95000;95500;95;11;PONTOISE;2.0797307;49.045708
SSP00054510101;Ancienne usine à gaz;1 COURS D''ANGOULÊME;15000;15014;15;84;AURILLAC;2.4505687;44.929897
SSP00073570101;GAZ DE FRANCE PONTOISE;1 AVENUE DU GÉNÉRAL GABRIEL DELARUE;95000;95500;95;11;PONTOISE;2.0974698;49.044094
SSP00053150101;panavi;13 RUE JACQUES DAGUERRE;14120;14437;14;28;MONDEVILLE;-0.30801934;49.155838
SSP00050730101;Station-service SHELL;124 AVENUE HENRI BARBUSSE;91210;91201;91;11;DRAVEIL;2.4097838;48.680786
SSP00045910101;K+S KALI Atlantique;ROUTE DE GESVRES;53140;53185;53;52;PRE EN PAIL;-0.20070346;48.455643
SSP00050550101;Anjou Maine Céréales;10 BOULEVARD HENRI DUNANT;53700;53271;53;52;VILLAINES LA JUHEL;-0.27663186;48.33986
SSP00051640101;COFAZ;ROUTE DE ROUEN;14120;14437;14;28;MONDEVILLE;-0.30009618;49.173756
SSP00065820101;Dépôt de résidus de broyage;RUE DE LA MINE;14420;14516;14;28;POTIGNY;-0.25450322;48.979546
SSP00065820101;Dépôt de résidus de broyage;RUE DE LA MINE;14420;14678;14;28;SOUMONT SAINT QUENTIN;-0.25450322;48.979546
SSP41311930101;Construction Brainnoise;La Gautronnière;44830;44024;44;52;BRAINS;-1.7409708;47.17056
SSP00032030101;CARAVANES VAL DE LOIRE;RUE DE LA FONTAINE;49400;49123;49;52;DISTRE;-0.12902263;47.230328
SSP00034710101;ZENITH Précision;13 RUE THOMAS EDISON;25000;25056;25;27;BESANCON;5.9801116;47.233353
SSP00034590101;RAFFINERIE DU MIDI;SITE RHODIACETA;25000;25056;25;27;BESANCON;6.045374;47.227245
SSP4509080101;NEO TYPO;"1C, rue Lavoisier";25000;25056;25;27;BESANCON;5.982529;47.234325
SSP00041780101;ADCLO;RUE DU MOULIN;60660;60173;60;32;CRAMOISY;2.4020865;49.25747
SSP00053860101;LINCK et FILS;AU BORDURE DE LA GARE SNCF;91270;91657;91;11;VIGNEUX SUR SEINE;2.4121912;48.707462
SSP00053490101;TFR (Toute la France pour la Route);100 AVENUE WALDECK ROCHET;93120;93027;93;11;LA COURNEUVE;2.4107473;48.94169
SSP00052010101;"SITE ""SEINE BLANQUI""";QUAI BLANQUI;94140;94002;94;11;ALFORTVILLE;2.4113293;48.80862
SSP00001960101;EUROCOATINGS;7 BOULEVARD DE L''INDUSTRIE;41000;41018;41;24;BLOIS;1.3226221;47.6011
SSP00052040101;COMAU SCIAKY;117-123 QUAI JULES GUSDE;94400;94081;94;11;VITRY SUR SEINE;2.4072318;48.80411
SSP00016350101;Société METALLIUM;96 RUE DES HAIES;75020;75120;75;11;PARIS 20E ARRONDISSEMENT;2.404296;48.8552
SSP00029030101;Oil France Soult;127 BOULEVARD SOULT;;75056;75;11;PARIS;2.4099188;48.845173
SSP00051380101;ROUTEX;6 RUE MARYSE BASTIÉ;91080;91182;91;11;COURCOURONNES;2.4086344;48.625942
SSP00053740101;Société Nouvelle Vivien;92 RUE EDITH CAVELL;94400;94081;94;11;VITRY SUR SEINE;2.4097319;48.803074
SSP00060450101;Etablissement NIVELET et BARBIER;2 RUE HENRI FRANÇOIS;77330;77350;77;11;OZOIR LA FERRIERE;2.6832268;48.770264
SSP00001930101;Blois DECAP;67 BIS QUAI HENRI CHAVIGNY;41000;41018;41;24;BLOIS;1.349209;47.587482
SSP00001920101;Usine à Gaz;4 RUE DE L''USINE À GAZ;41000;41018;41;24;BLOIS;1.3259753;47.586517
SSP00003270101;HUSQVARNA Rte Nationale;26 ROUTE NATIONALE;41260;41047;41;24;LA CHAUSSEE SAINT VICTOR;1.3509583;47.605526
SSP00073440101;CHROMAGE DUR DU CENTRE;5 RUE ALEXANDRE FLEMING;41000;41018;41;24;BLOIS;1.3057688;47.606346
SSP00048820101;EDF/ GDF SERVICES INDRE EN BERRY;54 ROUTE DE VENDOEUVRE;36500;36031;36;24;BUZANCAIS;1.4159998;46.884857
SSP00019060101;Société Languedocienne de Micron-Couleur (S.L.M.C.);Z.I. MALVESI ROUTE DE MOUSSAN;11100;11262;11;76;NARBONNE;2.9745038;43.213585
SSP00007010101;DDTM Le Parc;24 RUE BENJAMIN FRANKLIN;11000;11069;11;76;CARCASSONNE;2.3313468;43.216934
SSP00018990101;Centre EDF / GDF Services Vallée d'Aude;RUE PIERRE GERMAIN;11000;11069;11;76;CARCASSONNE;2.359093;43.21325
SSP00019030101;Agence d'exploitation EDF-GDF;RUE SIMON CASTAN;11100;11262;11;76;NARBONNE;2.9947462;43.186176
SSP00035110101;INTERMARCHE (BALANOD) - AXED SAS;ROUTE DE ST AMOUR;39160;39035;39;27;BALANOD;5.3438954;46.449192
SSP00020160101;INCINERATEUR DE CAZERES;CAZÈRES;31220;31135;31;76;CAZERES;1.1139704;43.214252
SSP00049930101;ANCIENNE USINE A GAZ;CHEMIN DU CIMETIÈRE;52200;52269;52;44;LANGRES;5.3307834;47.869354
SSP00004820101;CARROSSERIE INDUSTRIELLE DE L'AIN;AVENUE DU MARÉCHAL JUIN;01000;01053;01;84;BOURG EN BRESSE;5.2461505;46.185154
SSP00049950101;SANICHRO;ZONE ARTISANALE;52140;52461;52;44;SARREY;5.421966;48.005974
SSP00024430101;FINA-ALBENQUE;20 TER PLACE DE L''ALBINQUE;81100;81065;81;76;CASTRES;2.2390947;43.60939
SSP00019020101;Agence clientèle de Limoux;31 AVENUE OSCAR ROUGÉ;11300;11206;11;76;LIMOUX;2.2194629;43.056755
